"","hbr","area_name","sex","year","age_group","population_size"
"1877","S92000003","Scotland","Males",2020,"45-64 years",722780
"1878","S92000003","Scotland","Males",2020,"65-74 years",280439
"1879","S92000003","Scotland","Males",2020,"75plus years",195362
"1880","S92000003","Scotland","Males",2020,"All",2665212
"1881","S08000015","Ayrshire and Arran","Males",2020,"0-44 years",87075
"1882","S08000015","Ayrshire and Arran","Males",2020,"45-64 years",50871
"1883","S08000015","Ayrshire and Arran","Males",2020,"65-74 years",22500
"1884","S08000015","Ayrshire and Arran","Males",2020,"75plus years",15955
"1885","S08000015","Ayrshire and Arran","Males",2020,"All",176401
"1886","S08000016","Borders","Males",2020,"0-44 years",25380
"1887","S08000016","Borders","Males",2020,"45-64 years",17059
"1888","S08000016","Borders","Males",2020,"65-74 years",8005
"1889","S08000016","Borders","Males",2020,"75plus years",5608
"1890","S08000016","Borders","Males",2020,"All",56052
"1891","S08000017","Dumfries and Galloway","Males",2020,"0-44 years",32802
"1892","S08000017","Dumfries and Galloway","Males",2020,"45-64 years",21021
"1893","S08000017","Dumfries and Galloway","Males",2020,"65-74 years",10461
"1894","S08000017","Dumfries and Galloway","Males",2020,"75plus years",7891
"1895","S08000017","Dumfries and Galloway","Males",2020,"All",72175
"1896","S08000029","Fife","Males",2020,"0-44 years",95665
"1897","S08000029","Fife","Males",2020,"45-64 years",50556
"1898","S08000029","Fife","Males",2020,"65-74 years",20792
"1899","S08000029","Fife","Males",2020,"75plus years",14736
"1900","S08000029","Fife","Males",2020,"All",181749
"1901","S08000019","Forth Valley","Males",2020,"0-44 years",79298
"1902","S08000019","Forth Valley","Males",2020,"45-64 years",42707
"1903","S08000019","Forth Valley","Males",2020,"65-74 years",16049
"1904","S08000019","Forth Valley","Males",2020,"75plus years",11067
"1905","S08000019","Forth Valley","Males",2020,"All",149121
"1906","S08000020","Grampian","Males",2020,"0-44 years",162278
"1907","S08000020","Grampian","Males",2020,"45-64 years",78384
"1908","S08000020","Grampian","Males",2020,"65-74 years",30191
"1909","S08000020","Grampian","Males",2020,"75plus years",20197
"1910","S08000020","Grampian","Males",2020,"All",291050
"1911","S08000031","Greater Glasgow and Clyde","Males",2020,"0-44 years",343722
"1912","S08000031","Greater Glasgow and Clyde","Males",2020,"45-64 years",146825
"1913","S08000031","Greater Glasgow and Clyde","Males",2020,"65-74 years",51058
"1914","S08000031","Greater Glasgow and Clyde","Males",2020,"75plus years",34915
"1915","S08000031","Greater Glasgow and Clyde","Males",2020,"All",576520
"1916","S08000022","Highland","Males",2020,"0-44 years",77045
"1917","S08000022","Highland","Males",2020,"45-64 years",45757
"1918","S08000022","Highland","Males",2020,"65-74 years",20701
"1919","S08000022","Highland","Males",2020,"75plus years",14650
"1920","S08000022","Highland","Males",2020,"All",158153
"1921","S08000032","Lanarkshire","Males",2020,"0-44 years",173935
"1922","S08000032","Lanarkshire","Males",2020,"45-64 years",91740
"1923","S08000032","Lanarkshire","Males",2020,"65-74 years",33036
"1924","S08000032","Lanarkshire","Males",2020,"75plus years",21685
"1925","S08000032","Lanarkshire","Males",2020,"All",320396
"1926","S08000024","Lothian","Males",2020,"0-44 years",264145
"1927","S08000024","Lothian","Males",2020,"45-64 years",113261
"1928","S08000024","Lothian","Males",2020,"65-74 years",39598
"1929","S08000024","Lothian","Males",2020,"75plus years",27654
"1930","S08000024","Lothian","Males",2020,"All",444658
"1931","S08000025","Orkney","Males",2020,"0-44 years",5263
"1932","S08000025","Orkney","Males",2020,"45-64 years",3297
"1933","S08000025","Orkney","Males",2020,"65-74 years",1452
"1934","S08000025","Orkney","Males",2020,"75plus years",1147
"1935","S08000025","Orkney","Males",2020,"All",11159
"1936","S08000026","Shetland","Males",2020,"0-44 years",6004
"1937","S08000026","Shetland","Males",2020,"45-64 years",3294
"1938","S08000026","Shetland","Males",2020,"65-74 years",1376
"1939","S08000026","Shetland","Males",2020,"75plus years",938
"1940","S08000026","Shetland","Males",2020,"All",11612
"1941","S08000030","Tayside","Males",2020,"0-44 years",108201
"1942","S08000030","Tayside","Males",2020,"45-64 years",53957
"1943","S08000030","Tayside","Males",2020,"65-74 years",23349
"1944","S08000030","Tayside","Males",2020,"75plus years",17588
"1945","S08000030","Tayside","Males",2020,"All",203095
"1946","S08000028","Western Isles","Males",2020,"0-44 years",5818
"1947","S08000028","Western Isles","Males",2020,"45-64 years",4051
"1948","S08000028","Western Isles","Males",2020,"65-74 years",1871
"1949","S08000028","Western Isles","Males",2020,"75plus years",1331
"1950","S08000028","Western Isles","Males",2020,"All",13071
"1951","S92000003","Scotland","Females",2020,"0-44 years",1448339
"1952","S92000003","Scotland","Females",2020,"45-64 years",772170
"1953","S92000003","Scotland","Females",2020,"65-74 years",305824
"1954","S92000003","Scotland","Females",2020,"75plus years",274455
"1955","S92000003","Scotland","Females",2020,"All",2800788
"1956","S08000015","Ayrshire and Arran","Females",2020,"0-44 years",88171
"1957","S08000015","Ayrshire and Arran","Females",2020,"45-64 years",56851
"1958","S08000015","Ayrshire and Arran","Females",2020,"65-74 years",24876
"1959","S08000015","Ayrshire and Arran","Females",2020,"75plus years",21691
"1960","S08000015","Ayrshire and Arran","Females",2020,"All",191589
"1961","S08000016","Borders","Females",2020,"0-44 years",25640
"1962","S08000016","Borders","Females",2020,"45-64 years",18077
"1963","S08000016","Borders","Females",2020,"65-74 years",8192
"1964","S08000016","Borders","Females",2020,"75plus years",7279
"1965","S08000016","Borders","Females",2020,"All",59188
"1966","S08000017","Dumfries and Galloway","Females",2020,"0-44 years",32602
"1967","S08000017","Dumfries and Galloway","Females",2020,"45-64 years",22807
"1968","S08000017","Dumfries and Galloway","Females",2020,"65-74 years",10780
"1969","S08000017","Dumfries and Galloway","Females",2020,"75plus years",9926
"1970","S08000017","Dumfries and Galloway","Females",2020,"All",76115
"1971","S08000029","Fife","Females",2020,"0-44 years",95977
"1972","S08000029","Fife","Females",2020,"45-64 years",53763
"1973","S08000029","Fife","Females",2020,"65-74 years",22773
"1974","S08000029","Fife","Females",2020,"75plus years",19868
"1975","S08000029","Fife","Females",2020,"All",192381
"1976","S08000019","Forth Valley","Females",2020,"0-44 years",79067
"1977","S08000019","Forth Valley","Females",2020,"45-64 years",45111
"1978","S08000019","Forth Valley","Females",2020,"65-74 years",17426
"1979","S08000019","Forth Valley","Females",2020,"75plus years",15205
"1980","S08000019","Forth Valley","Females",2020,"All",156809
"1981","S08000020","Grampian","Females",2020,"0-44 years",155161
"1982","S08000020","Grampian","Females",2020,"45-64 years",79939
"1983","S08000020","Grampian","Females",2020,"65-74 years",31681
"1984","S08000020","Grampian","Females",2020,"75plus years",27719
"1985","S08000020","Grampian","Females",2020,"All",294500
"1986","S08000031","Greater Glasgow and Clyde","Females",2020,"0-44 years",335354
"1987","S08000031","Greater Glasgow and Clyde","Females",2020,"45-64 years",162026
"1988","S08000031","Greater Glasgow and Clyde","Females",2020,"65-74 years",57265
"1989","S08000031","Greater Glasgow and Clyde","Females",2020,"75plus years",54075
"1990","S08000031","Greater Glasgow and Clyde","Females",2020,"All",608720
"1991","S08000022","Highland","Females",2020,"0-44 years",72630
"1992","S08000022","Highland","Females",2020,"45-64 years",49085
"1993","S08000022","Highland","Females",2020,"65-74 years",21752
"1994","S08000022","Highland","Females",2020,"75plus years",19240
"1995","S08000022","Highland","Females",2020,"All",162707
"1996","S08000032","Lanarkshire","Females",2020,"0-44 years",174130
"1997","S08000032","Lanarkshire","Females",2020,"45-64 years",98864
"1998","S08000032","Lanarkshire","Females",2020,"65-74 years",37158
"1999","S08000032","Lanarkshire","Females",2020,"75plus years",31412
"2000","S08000032","Lanarkshire","Females",2020,"All",341564
"2001","S08000024","Lothian","Females",2020,"0-44 years",267200
"2002","S08000024","Lothian","Females",2020,"45-64 years",117240
"2003","S08000024","Lothian","Females",2020,"65-74 years",43983
"2004","S08000024","Lothian","Females",2020,"75plus years",39409
"2005","S08000024","Lothian","Females",2020,"All",467832
"2006","S08000025","Orkney","Females",2020,"0-44 years",5033
"2007","S08000025","Orkney","Females",2020,"45-64 years",3364
"2008","S08000025","Orkney","Females",2020,"65-74 years",1472
"2009","S08000025","Orkney","Females",2020,"75plus years",1372
"2010","S08000025","Orkney","Females",2020,"All",11241
"2011","S08000026","Shetland","Females",2020,"0-44 years",5576
"2012","S08000026","Shetland","Females",2020,"45-64 years",3189
"2013","S08000026","Shetland","Females",2020,"65-74 years",1307
"2014","S08000026","Shetland","Females",2020,"75plus years",1186
"2015","S08000026","Shetland","Females",2020,"All",11258
"2016","S08000030","Tayside","Females",2020,"0-44 years",106105
"2017","S08000030","Tayside","Females",2020,"45-64 years",57889
"2018","S08000030","Tayside","Females",2020,"65-74 years",25275
"2019","S08000030","Tayside","Females",2020,"75plus years",24186
"2020","S08000030","Tayside","Females",2020,"All",213455
"2021","S08000028","Western Isles","Females",2020,"0-44 years",5693
"2022","S08000028","Western Isles","Females",2020,"45-64 years",3965
"2023","S08000028","Western Isles","Females",2020,"65-74 years",1884
"2024","S08000028","Western Isles","Females",2020,"75plus years",1887
"2025","S08000028","Western Isles","Females",2020,"All",13429
"2026","S92000003","Scotland","All",2021,"0-44 years",2915914
"2027","S92000003","Scotland","All",2021,"45-64 years",1490125
"2028","S92000003","Scotland","All",2021,"65-74 years",595578
"2029","S92000003","Scotland","All",2021,"75plus years",478283
"2030","S92000003","Scotland","All",2021,"All",5479900
"2031","S08000015","Ayrshire and Arran","All",2021,"0-44 years",175273
"2032","S08000015","Ayrshire and Arran","All",2021,"45-64 years",107187
"2033","S08000015","Ayrshire and Arran","All",2021,"65-74 years",47979
"2034","S08000015","Ayrshire and Arran","All",2021,"75plus years",38251
"2035","S08000015","Ayrshire and Arran","All",2021,"All",368690
"2036","S08000016","Borders","All",2021,"0-44 years",51285
"2037","S08000016","Borders","All",2021,"45-64 years",35080
"2038","S08000016","Borders","All",2021,"65-74 years",16418
"2039","S08000016","Borders","All",2021,"75plus years",13237
"2040","S08000016","Borders","All",2021,"All",116020
"2041","S08000017","Dumfries and Galloway","All",2021,"0-44 years",65572
"2042","S08000017","Dumfries and Galloway","All",2021,"45-64 years",43656
"2043","S08000017","Dumfries and Galloway","All",2021,"65-74 years",21393
"2044","S08000017","Dumfries and Galloway","All",2021,"75plus years",18169
"2045","S08000017","Dumfries and Galloway","All",2021,"All",148790
"2046","S08000029","Fife","All",2021,"0-44 years",191303
"2047","S08000029","Fife","All",2021,"45-64 years",104012
"2048","S08000029","Fife","All",2021,"65-74 years",44030
"2049","S08000029","Fife","All",2021,"75plus years",35385
"2050","S08000029","Fife","All",2021,"All",374730
"2051","S08000019","Forth Valley","All",2021,"0-44 years",157458
"2052","S08000019","Forth Valley","All",2021,"45-64 years",87628
"2053","S08000019","Forth Valley","All",2021,"65-74 years",33781
"2054","S08000019","Forth Valley","All",2021,"75plus years",26843
"2055","S08000019","Forth Valley","All",2021,"All",305710
"2056","S08000020","Grampian","All",2021,"0-44 years",315757
"2057","S08000020","Grampian","All",2021,"45-64 years",158281
"2058","S08000020","Grampian","All",2021,"65-74 years",63192
"2059","S08000020","Grampian","All",2021,"75plus years",49300
"2060","S08000020","Grampian","All",2021,"All",586530
"2061","S08000031","Greater Glasgow and Clyde","All",2021,"0-44 years",679361
"2062","S08000031","Greater Glasgow and Clyde","All",2021,"45-64 years",305716
"2063","S08000031","Greater Glasgow and Clyde","All",2021,"65-74 years",110726
"2064","S08000031","Greater Glasgow and Clyde","All",2021,"75plus years",89237
"2065","S08000031","Greater Glasgow and Clyde","All",2021,"All",1185040
"2066","S08000022","Highland","All",2021,"0-44 years",151170
"2067","S08000022","Highland","All",2021,"45-64 years",95109
"2068","S08000022","Highland","All",2021,"65-74 years",43119
"2069","S08000022","Highland","All",2021,"75plus years",34882
"2070","S08000022","Highland","All",2021,"All",324280
"2071","S08000032","Lanarkshire","All",2021,"0-44 years",349241
"2072","S08000032","Lanarkshire","All",2021,"45-64 years",189673
"2073","S08000032","Lanarkshire","All",2021,"65-74 years",71400
"2074","S08000032","Lanarkshire","All",2021,"75plus years",53716
"2075","S08000032","Lanarkshire","All",2021,"All",664030
"2076","S08000024","Lothian","All",2021,"0-44 years",531943
"2077","S08000024","Lothian","All",2021,"45-64 years",230805
"2078","S08000024","Lothian","All",2021,"65-74 years",84921
"2079","S08000024","Lothian","All",2021,"75plus years",68641
"2080","S08000024","Lothian","All",2021,"All",916310
"2081","S08000025","Orkney","All",2021,"0-44 years",10340
"2082","S08000025","Orkney","All",2021,"45-64 years",6660
"2083","S08000025","Orkney","All",2021,"65-74 years",2957
"2084","S08000025","Orkney","All",2021,"75plus years",2583
"2085","S08000025","Orkney","All",2021,"All",22540
"2086","S08000026","Shetland","All",2021,"0-44 years",11551
"2087","S08000026","Shetland","All",2021,"45-64 years",6465
"2088","S08000026","Shetland","All",2021,"65-74 years",2740
"2089","S08000026","Shetland","All",2021,"75plus years",2184
"2090","S08000026","Shetland","All",2021,"All",22940
"2091","S08000030","Tayside","All",2021,"0-44 years",214170
"2092","S08000030","Tayside","All",2021,"45-64 years",111775
"2093","S08000030","Tayside","All",2021,"65-74 years",49146
"2094","S08000030","Tayside","All",2021,"75plus years",42559
"2095","S08000030","Tayside","All",2021,"All",417650
"2096","S08000028","Western Isles","All",2021,"0-44 years",11490
"2097","S08000028","Western Isles","All",2021,"45-64 years",8078
"2098","S08000028","Western Isles","All",2021,"65-74 years",3776
"2099","S08000028","Western Isles","All",2021,"75plus years",3296
"2100","S08000028","Western Isles","All",2021,"All",26640
"2101","S92000003","Scotland","Males",2021,"0-44 years",1468135
"2102","S92000003","Scotland","Males",2021,"45-64 years",719686
"2103","S92000003","Scotland","Males",2021,"65-74 years",284561
"2104","S92000003","Scotland","Males",2021,"75plus years",200180
"2105","S92000003","Scotland","Males",2021,"All",2672562
"2106","S08000015","Ayrshire and Arran","Males",2021,"0-44 years",87166
"2107","S08000015","Ayrshire and Arran","Males",2021,"45-64 years",50432
"2108","S08000015","Ayrshire and Arran","Males",2021,"65-74 years",22824
"2109","S08000015","Ayrshire and Arran","Males",2021,"75plus years",16254
"2110","S08000015","Ayrshire and Arran","Males",2021,"All",176676
"2111","S08000016","Borders","Males",2021,"0-44 years",25573
"2112","S08000016","Borders","Males",2021,"45-64 years",17032
"2113","S08000016","Borders","Males",2021,"65-74 years",8095
"2114","S08000016","Borders","Males",2021,"75plus years",5834
"2115","S08000016","Borders","Males",2021,"All",56534
"2116","S08000017","Dumfries and Galloway","Males",2021,"0-44 years",32889
"2117","S08000017","Dumfries and Galloway","Males",2021,"45-64 years",20948
"2118","S08000017","Dumfries and Galloway","Males",2021,"65-74 years",10451
"2119","S08000017","Dumfries and Galloway","Males",2021,"75plus years",8068
"2120","S08000017","Dumfries and Galloway","Males",2021,"All",72356
"2121","S08000029","Fife","Males",2021,"0-44 years",95543
"2122","S08000029","Fife","Males",2021,"45-64 years",50399
"2123","S08000029","Fife","Males",2021,"65-74 years",20960
"2124","S08000029","Fife","Males",2021,"75plus years",15170
"2125","S08000029","Fife","Males",2021,"All",182072
"2126","S08000019","Forth Valley","Males",2021,"0-44 years",78838
"2127","S08000019","Forth Valley","Males",2021,"45-64 years",42623
"2128","S08000019","Forth Valley","Males",2021,"65-74 years",16117
"2129","S08000019","Forth Valley","Males",2021,"75plus years",11355
"2130","S08000019","Forth Valley","Males",2021,"All",148933
"2131","S08000020","Grampian","Males",2021,"0-44 years",161377
"2132","S08000020","Grampian","Males",2021,"45-64 years",78283
"2133","S08000020","Grampian","Males",2021,"65-74 years",30824
"2134","S08000020","Grampian","Males",2021,"75plus years",20938
"2135","S08000020","Grampian","Males",2021,"All",291422
"2136","S08000031","Greater Glasgow and Clyde","Males",2021,"0-44 years",344794
"2137","S08000031","Greater Glasgow and Clyde","Males",2021,"45-64 years",144991
"2138","S08000031","Greater Glasgow and Clyde","Males",2021,"65-74 years",52058
"2139","S08000031","Greater Glasgow and Clyde","Males",2021,"75plus years",35319
"2140","S08000031","Greater Glasgow and Clyde","Males",2021,"All",577162
"2141","S08000022","Highland","Males",2021,"0-44 years",77796
"2142","S08000022","Highland","Males",2021,"45-64 years",45877
"2143","S08000022","Highland","Males",2021,"65-74 years",20995
"2144","S08000022","Highland","Males",2021,"75plus years",15165
"2145","S08000022","Highland","Males",2021,"All",159833
"2146","S08000032","Lanarkshire","Males",2021,"0-44 years",174761
"2147","S08000032","Lanarkshire","Males",2021,"45-64 years",91298
"2148","S08000032","Lanarkshire","Males",2021,"65-74 years",33561
"2149","S08000032","Lanarkshire","Males",2021,"75plus years",22071
"2150","S08000032","Lanarkshire","Males",2021,"All",321691
"2151","S08000024","Lothian","Males",2021,"0-44 years",264380
"2152","S08000024","Lothian","Males",2021,"45-64 years",113209
"2153","S08000024","Lothian","Males",2021,"65-74 years",40362
"2154","S08000024","Lothian","Males",2021,"75plus years",28439
"2155","S08000024","Lothian","Males",2021,"All",446390
"2156","S08000025","Orkney","Males",2021,"0-44 years",5260
"2157","S08000025","Orkney","Males",2021,"45-64 years",3303
"2158","S08000025","Orkney","Males",2021,"65-74 years",1456
"2159","S08000025","Orkney","Males",2021,"75plus years",1185
"2160","S08000025","Orkney","Males",2021,"All",11204
"2161","S08000026","Shetland","Males",2021,"0-44 years",5968
"2162","S08000026","Shetland","Males",2021,"45-64 years",3295
"2163","S08000026","Shetland","Males",2021,"65-74 years",1403
"2164","S08000026","Shetland","Males",2021,"75plus years",964
"2165","S08000026","Shetland","Males",2021,"All",11630
"2166","S08000030","Tayside","Males",2021,"0-44 years",107965
"2167","S08000030","Tayside","Males",2021,"45-64 years",53911
"2168","S08000030","Tayside","Males",2021,"65-74 years",23568
"2169","S08000030","Tayside","Males",2021,"75plus years",18026
"2170","S08000030","Tayside","Males",2021,"All",203470
"2171","S08000028","Western Isles","Males",2021,"0-44 years",5825
"2172","S08000028","Western Isles","Males",2021,"45-64 years",4085
"2173","S08000028","Western Isles","Males",2021,"65-74 years",1887
"2174","S08000028","Western Isles","Males",2021,"75plus years",1392
"2175","S08000028","Western Isles","Males",2021,"All",13189
"2176","S92000003","Scotland","Females",2021,"0-44 years",1447779
"2177","S92000003","Scotland","Females",2021,"45-64 years",770439
"2178","S92000003","Scotland","Females",2021,"65-74 years",311017
"2179","S92000003","Scotland","Females",2021,"75plus years",278103
"2180","S92000003","Scotland","Females",2021,"All",2807338
"2181","S08000015","Ayrshire and Arran","Females",2021,"0-44 years",88107
"2182","S08000015","Ayrshire and Arran","Females",2021,"45-64 years",56755
"2183","S08000015","Ayrshire and Arran","Females",2021,"65-74 years",25155
"2184","S08000015","Ayrshire and Arran","Females",2021,"75plus years",21997
"2185","S08000015","Ayrshire and Arran","Females",2021,"All",192014
"2186","S08000016","Borders","Females",2021,"0-44 years",25712
"2187","S08000016","Borders","Females",2021,"45-64 years",18048
"2188","S08000016","Borders","Females",2021,"65-74 years",8323
"2189","S08000016","Borders","Females",2021,"75plus years",7403
"2190","S08000016","Borders","Females",2021,"All",59486
"2191","S08000017","Dumfries and Galloway","Females",2021,"0-44 years",32683
"2192","S08000017","Dumfries and Galloway","Females",2021,"45-64 years",22708
"2193","S08000017","Dumfries and Galloway","Females",2021,"65-74 years",10942
"2194","S08000017","Dumfries and Galloway","Females",2021,"75plus years",10101
"2195","S08000017","Dumfries and Galloway","Females",2021,"All",76434
"2196","S08000029","Fife","Females",2021,"0-44 years",95760
"2197","S08000029","Fife","Females",2021,"45-64 years",53613
"2198","S08000029","Fife","Females",2021,"65-74 years",23070
"2199","S08000029","Fife","Females",2021,"75plus years",20215
"2200","S08000029","Fife","Females",2021,"All",192658
"2201","S08000019","Forth Valley","Females",2021,"0-44 years",78620
"2202","S08000019","Forth Valley","Females",2021,"45-64 years",45005
"2203","S08000019","Forth Valley","Females",2021,"65-74 years",17664
"2204","S08000019","Forth Valley","Females",2021,"75plus years",15488
"2205","S08000019","Forth Valley","Females",2021,"All",156777
"2206","S08000020","Grampian","Females",2021,"0-44 years",154380
"2207","S08000020","Grampian","Females",2021,"45-64 years",79998
"2208","S08000020","Grampian","Females",2021,"65-74 years",32368
"2209","S08000020","Grampian","Females",2021,"75plus years",28362
"2210","S08000020","Grampian","Females",2021,"All",295108
"2211","S08000031","Greater Glasgow and Clyde","Females",2021,"0-44 years",334567
"2212","S08000031","Greater Glasgow and Clyde","Females",2021,"45-64 years",160725
"2213","S08000031","Greater Glasgow and Clyde","Females",2021,"65-74 years",58668
"2214","S08000031","Greater Glasgow and Clyde","Females",2021,"75plus years",53918
"2215","S08000031","Greater Glasgow and Clyde","Females",2021,"All",607878
"2216","S08000022","Highland","Females",2021,"0-44 years",73374
"2217","S08000022","Highland","Females",2021,"45-64 years",49232
"2218","S08000022","Highland","Females",2021,"65-74 years",22124
"2219","S08000022","Highland","Females",2021,"75plus years",19717
"2220","S08000022","Highland","Females",2021,"All",164447
"2221","S08000032","Lanarkshire","Females",2021,"0-44 years",174480
"2222","S08000032","Lanarkshire","Females",2021,"45-64 years",98375
"2223","S08000032","Lanarkshire","Females",2021,"65-74 years",37839
"2224","S08000032","Lanarkshire","Females",2021,"75plus years",31645
"2225","S08000032","Lanarkshire","Females",2021,"All",342339
"2226","S08000024","Lothian","Females",2021,"0-44 years",267563
"2227","S08000024","Lothian","Females",2021,"45-64 years",117596
"2228","S08000024","Lothian","Females",2021,"65-74 years",44559
"2229","S08000024","Lothian","Females",2021,"75plus years",40202
"2230","S08000024","Lothian","Females",2021,"All",469920
"2231","S08000025","Orkney","Females",2021,"0-44 years",5080
"2232","S08000025","Orkney","Females",2021,"45-64 years",3357
"2233","S08000025","Orkney","Females",2021,"65-74 years",1501
"2234","S08000025","Orkney","Females",2021,"75plus years",1398
"2235","S08000025","Orkney","Females",2021,"All",11336
"2236","S08000026","Shetland","Females",2021,"0-44 years",5583
"2237","S08000026","Shetland","Females",2021,"45-64 years",3170
"2238","S08000026","Shetland","Females",2021,"65-74 years",1337
"2239","S08000026","Shetland","Females",2021,"75plus years",1220
"2240","S08000026","Shetland","Females",2021,"All",11310
"2241","S08000030","Tayside","Females",2021,"0-44 years",106205
"2242","S08000030","Tayside","Females",2021,"45-64 years",57864
"2243","S08000030","Tayside","Females",2021,"65-74 years",25578
"2244","S08000030","Tayside","Females",2021,"75plus years",24533
"2245","S08000030","Tayside","Females",2021,"All",214180
"2246","S08000028","Western Isles","Females",2021,"0-44 years",5665
"2247","S08000028","Western Isles","Females",2021,"45-64 years",3993
"2248","S08000028","Western Isles","Females",2021,"65-74 years",1889
"2249","S08000028","Western Isles","Females",2021,"75plus years",1904
"2250","S08000028","Western Isles","Females",2021,"All",13451
